% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, further/more values", seed=1006688, Wed Oct  8 16:54:57 2025, <python>{}</python>
1 10 20.885467539489568 1.0000437509570452 0.7903216666666667 7.9032166666666670e-01 1.4146130000000001 1.8265856666666669 0.3368846666666665 1.0884533333333335 nan   
2 20 21.306403175815163 1.3269878630887573 0.718575 7.1857499999999996e-01 1.1361108333333334 1.8374670000000002 0.7637161666666665 1.0668250000000001 nan   
3 30 21.747197535746444 1.4601915753785923 0.718575 7.1857499999999996e-01 1.0864783333333334 1.1363858333333332 0.3433025000000002 0.7471258333333334 nan   
4 40 23.690660737326166 1.5285777256151887 0.718575 7.1857499999999996e-01 1.073359 1.4411450000000001 0.34236600000000006 0.7471258333333334 nan   
5 50 26.464651049856503 1.6782623411249562 0.718575 7.1857499999999996e-01 0.7438450000000001 1.0938583333333334 0.07358583333333335 0.718575 nan   
6 60 28.04043698062072 1.9617537038536494 0.718575 7.1857499999999996e-01 0.7438450000000001 1.0979675 0.3569950000000002 0.718575 nan   
7 70 30.402554973004 2.1900578227207483 0.718575 7.1857499999999996e-01 0.718575 1.408871 0.06969000000000003 0.718575 nan   
8 80 31.210245246599847 2.424099522712742 0.718575 7.1857499999999996e-01 0.718575 1.084439 0.0 0.718575 nan   
9 90 31.050472879285994 2.531424056050508 0.718575 7.1857499999999996e-01 1.0881398333333334 1.4122370000000002 0.3464220000000001 0.7471258333333334 nan   
10 100 28.82950297463565 2.7140952187565572 0.718575 7.1857499999999996e-01 0.7471258333333334 1.09319 0.028550833333333414 0.718575 nan   
11 110 28.710196765697383 2.7951280577341096 0.718575 7.1857499999999996e-01 0.718575 0.7471258333333334 0.002970000000000028 0.718575 nan   
12 120 29.271873624730194 2.791667320365413 0.718575 7.1857499999999996e-01 0.718575 1.0606870000000002 0.0 0.718575 nan   
13 130 27.62587729847868 2.7290835323625506 0.718575 7.1857499999999996e-01 0.718575 1.06105 0.028550833333333414 0.718575 nan   
14 140 26.276838838254566 2.8080866281760164 0.718575 7.1857499999999996e-01 0.721545 1.0898298333333334 0.028550833333333414 0.718575 nan   
15 150 25.18159673123612 2.8533886866509732 0.718575 7.1857499999999996e-01 0.718575 0.718575 0.0 0.718575 nan   
16 160 25.437117499839754 2.783123465901885 0.718575 7.1857499999999996e-01 0.718575 0.718575 0.0 0.718575 nan   
